target_date,generated_at,fixture_id,home_team,away_team,league,country,fixture_date_utc,fixture_status,candidate_signal_score,candidate_signal_band,market_signal_summary,promotion_input_status,promotion_permission,adapter_status,adapter_reason,allowed_downstream_use,promotion_candidate_type,pick_permission,stake_permission,source_guard,auto_apply,production_change
2026-06-21,2026-06-21T16:35:51+01:00,1493547,Brooklyn,Tampa Bay Rowdies,USL Championship,USA,2026-06-20T23:00:00+00:00,FT,100,HIGH_SIGNAL_REVIEW,prediction_winner=Tampa Bay Rowdies | pred_total_home_away=26.3/73.8 | 1x2=4.75/3.75/1.60 | ou2.5=1.62/2.20,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1505192,Piteå,AFC Eskilstuna,Ettan - Norra,Sweden,2026-06-21T11:00:00+00:00,FT,80,HIGH_SIGNAL_REVIEW,prediction_winner=AFC Eskilstuna | pred_total_home_away=41.7/58.5 | 1x2=2.90/3.80/2.05 | ou2.5=1.42/2.70,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1515866,Super Nova,Auda,Virsliga,Latvia,2026-06-21T11:00:00+00:00,FT,100,HIGH_SIGNAL_REVIEW,prediction_winner=Auda | pred_total_home_away=32.0/68.0 | 1x2=4.50/3.60/1.67 | ou2.5=1.77/1.95,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1536827,Nosta,Dinamo Barnaul,Second League - Group 4,Russia,2026-06-21T11:00:00+00:00,FT,78,HIGH_SIGNAL_REVIEW,prediction_winner=Dinamo Barnaul | pred_total_home_away=42.3/57.7 | 1x2=2.03/3.28/3.18 | ou2.5=1.49/2.30,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1513576,Tammeka,Trans Narva,Meistriliiga,Estonia,2026-06-21T11:30:00+00:00,FT,94,HIGH_SIGNAL_REVIEW,prediction_winner=Tammeka | pred_total_home_away=63.0/37.0 | 1x2=1.77/3.70/3.75 | ou2.5=1.62/2.20,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1496087,Brattvåg,jerv,2. Division - Group 1,Norway,2026-06-21T12:00:00+00:00,FT,58,MEDIUM_SIGNAL_REVIEW,prediction_winner=Brattvåg | pred_total_home_away=51.0/49.0 | 1x2=2.20/3.55/2.80 | ou2.5=1.62/2.20,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1496271,Rana,Follo,2. Division - Group 2,Norway,2026-06-21T12:00:00+00:00,PST,77,HIGH_SIGNAL_REVIEW,prediction_winner=Rana | pred_total_home_away=57.6/42.4 | 1x2=2.05/3.70/2.95 | ou2.5=1.45/2.55,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1528001,Okzhetpes,FK Tobol Kostanay,Premier League,Kazakhstan,2026-06-21T12:00:00+00:00,FT,64,MEDIUM_SIGNAL_REVIEW,prediction_winner=Okzhetpes | pred_total_home_away=53.2/46.8 | 1x2=2.50/3.35/2.50 | ou2.5=1.90/1.85,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1544789,Americano Bacabal,São José MA,Maranhense - 2,Brazil,2026-06-21T12:00:00+00:00,NS,76,HIGH_SIGNAL_REVIEW,prediction_winner=São José MA | pred_total_home_away=43.0/57.0 | 1x2=5.00/3.60/1.55 | ou2.5=1.65/2.20,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1496273,Trygg/Lade,Lørenskog,2. Division - Group 2,Norway,2026-06-21T12:30:00+00:00,FT,100,HIGH_SIGNAL_REVIEW,prediction_winner=Lørenskog | pred_total_home_away=32.8/67.3 | 1x2=4.20/4.00/1.64 | ou2.5=1.48/2.50,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1508060,Al Nejmeh,Al Mabarrah,Premier League,Lebanon,2026-06-21T12:30:00+00:00,FT,70,MEDIUM_SIGNAL_REVIEW,prediction_winner=Al Nejmeh | pred_total_home_away=66.3/33.8,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1538626,Blue Eagles,Karonga United,Super League,Malawi,2026-06-21T12:30:00+00:00,FT,70,MEDIUM_SIGNAL_REVIEW,prediction_winner=Blue Eagles | pred_total_home_away=66.8/33.2,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1538627,Kamuzu Barracks,Nyasa Big Bullets,Super League,Malawi,2026-06-21T12:30:00+00:00,FT,100,HIGH_SIGNAL_REVIEW,prediction_winner=Nyasa Big Bullets | pred_total_home_away=24.2/75.8 | 1x2=3.80/2.90/1.95 | ou2.5=2.30/1.48,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1538629,Red Lions,Chitipa United,Super League,Malawi,2026-06-21T12:30:00+00:00,FT,97,HIGH_SIGNAL_REVIEW,prediction_winner=Red Lions | pred_total_home_away=64.3/35.7 | 1x2=1.85/3.00/4.10 | ou2.5=2.30/1.48,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1497609,IK brage,IFK Varnamo,Superettan,Sweden,2026-06-21T13:00:00+00:00,FT,91,HIGH_SIGNAL_REVIEW,prediction_winner=IK brage | pred_total_home_away=62.0/38.0 | 1x2=2.10/3.70/3.10 | ou2.5=1.62/2.30,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1497610,Helsingborg,GIF Sundsvall,Superettan,Sweden,2026-06-21T13:00:00+00:00,FT,82,HIGH_SIGNAL_REVIEW,prediction_winner=Helsingborg | pred_total_home_away=59.3/40.7 | 1x2=1.90/3.50/3.90 | ou2.5=1.95/1.85,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1497614,Osters IF,Falkenbergs FF,Superettan,Sweden,2026-06-21T13:00:00+00:00,FT,79,HIGH_SIGNAL_REVIEW,prediction_winner=Osters IF | pred_total_home_away=58.2/41.8 | 1x2=2.30/3.65/2.80 | ou2.5=1.55/2.45,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1507386,Betlemi,WIT Georgia,Liga 3,Georgia,2026-06-21T13:00:00+00:00,FT,70,MEDIUM_SIGNAL_REVIEW,prediction_winner=WIT Georgia | pred_total_home_away=26.7/73.3,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1507387,Didube 2014,Guria,Liga 3,Georgia,2026-06-21T13:00:00+00:00,FT,70,MEDIUM_SIGNAL_REVIEW,prediction_winner=Guria | pred_total_home_away=33.5/66.5,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1526861,Ituano,Figueirense,Serie C,Brazil,2026-06-20T23:30:00+00:00,FT,81,HIGH_SIGNAL_REVIEW,prediction_winner=Ituano | pred_total_home_away=58.8/41.3 | 1x2=1.91/3.10/3.80 | ou2.5=2.20/1.62,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1526862,Maranhão,Paysandu,Serie C,Brazil,2026-06-21T00:00:00+00:00,FT,69,MEDIUM_SIGNAL_REVIEW,prediction_winner=Maranhão | pred_total_home_away=54.8/45.3 | 1x2=2.70/3.00/2.55 | ou2.5=2.20/1.62,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1522831,Džiugas Telšiai,Suduva Marijampole,A Lyga,Lithuania,2026-06-21T11:15:00+00:00,FT,64,MEDIUM_SIGNAL_REVIEW,prediction_winner=Suduva Marijampole | pred_total_home_away=46.8/53.2 | 1x2=3.10/3.20/2.15 | ou2.5=1.95/1.77,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1507388,Gardabani,Varketili,Liga 3,Georgia,2026-06-21T13:00:00+00:00,FT,70,MEDIUM_SIGNAL_REVIEW,prediction_winner=Varketili | pred_total_home_away=18.7/81.3,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1507391,Kolkheti Khobi,Gonio,Liga 3,Georgia,2026-06-21T13:00:00+00:00,FT,70,MEDIUM_SIGNAL_REVIEW,prediction_winner=Gonio | pred_total_home_away=33.4/66.6,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1507393,Merani Tbilisi,Irao,Liga 3,Georgia,2026-06-21T13:00:00+00:00,FT,72,MEDIUM_SIGNAL_REVIEW,prediction_winner=Merani Tbilisi | pred_total_home_away=55.7/44.3 | 1x2=1.95/3.10/3.30 | ou2.5=5.50/1.11,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1508059,Tadamon Sour,Racing,Premier League,Lebanon,2026-06-21T13:00:00+00:00,FT,87,HIGH_SIGNAL_REVIEW,prediction_winner=Tadamon Sour | pred_total_home_away=60.8/39.3 | 1x2=1.18/5.00/15.00 | ou2.5=6.00/1.10,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1515865,FS Jelgava,Tukums,Virsliga,Latvia,2026-06-21T13:00:00+00:00,FT,76,HIGH_SIGNAL_REVIEW,prediction_winner=Tukums | pred_total_home_away=42.8/57.3 | 1x2=2.35/3.40/2.62 | ou2.5=1.77/1.95,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1525898,FC Minsk,ML Vitebsk,Premier League,Belarus,2026-06-21T13:00:00+00:00,FT,98,HIGH_SIGNAL_REVIEW,prediction_winner=ML Vitebsk | pred_total_home_away=35.6/64.4 | 1x2=4.60/3.30/1.70 | ou2.5=4.80/1.15,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1528000,Kyzyl-Zhar,Kairat Almaty,Premier League,Kazakhstan,2026-06-21T13:00:00+00:00,FT,100,HIGH_SIGNAL_REVIEW,prediction_winner=Kairat Almaty | pred_total_home_away=29.8/70.2 | 1x2=5.25/3.55/1.60 | ou2.5=2.20/1.62,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1536390,Luki-Energiya,Tver,Second League - Group 2,Russia,2026-06-21T13:00:00+00:00,FT,100,HIGH_SIGNAL_REVIEW,prediction_winner=Luki-Energiya | pred_total_home_away=69.3/30.7 | 1x2=1.35/3.92/8.50 | ou2.5=1.85/1.85,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1545640,Bollstanäs,Gute,Svenska Cupen,Sweden,2026-06-21T13:00:00+00:00,FT,61,MEDIUM_SIGNAL_REVIEW,prediction_winner=Gute | pred_total_home_away=38.0/62.0,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1547854,Arsenal Tula,Spartak Kostroma,Friendlies Clubs,World,2026-06-21T13:00:00+00:00,FT,100,HIGH_SIGNAL_REVIEW,prediction_winner=Spartak Kostroma | pred_total_home_away=33.0/67.0 | 1x2=2.68/3.65/2.35 | ou2.5=1.60/2.29,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1549948,Barrancas UMET,Belgrano Zarate,Torneo Promocional Amateur,Argentina,2026-06-21T13:00:00+00:00,FT,70,MEDIUM_SIGNAL_REVIEW,prediction_winner=Barrancas UMET | pred_total_home_away=65.8/34.3,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1553995,Hardrock,Kariba,Premier Soccer League,Zimbabwe,2026-06-21T13:00:00+00:00,NS,66,MEDIUM_SIGNAL_REVIEW,prediction_winner=Hardrock | pred_total_home_away=63.8/36.3,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1553996,Highlanders,Dynamos,Premier Soccer League,Zimbabwe,2026-06-21T13:00:00+00:00,NS,66,MEDIUM_SIGNAL_REVIEW,prediction_winner=Highlanders | pred_total_home_away=54.0/46.2 | 1x2=2.35/2.70/3.10 | ou2.5=2.62/1.44,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1553998,Triangle United,Chicken Inn,Premier Soccer League,Zimbabwe,2026-06-21T13:00:00+00:00,NS,69,MEDIUM_SIGNAL_REVIEW,prediction_winner=Chicken Inn | pred_total_home_away=35.2/64.8,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
